Country,ISO,Region,Sub-region,Year,World Bank Classification,r_Gross Domestic Product (PPP),x_y_r_Life Expectancy,x_Social Indicator 2,x_y_r_GNI per capita,y_Economic Indicator 2
Sudan,SDN,Africa,Northern Africa,2008,2,135000000000,61.15061,,1080,
Suriname,SUR,Americas,South America,2008,3,6670000000,69.795,,6460,
Swaziland,SWZ,Africa,Southern Africa,2008,2,8340000000,47.34583,,3040,
Sweden,SWE,Europe,Northern Europe,2008,5,386000000000,81.1,,55600,
Switzerland,CHE,Europe,Western Europe,2008,5,400000000000,81.99268,,63000,
Syrian Arab Republic,SYR,Asia,Western Asia,2008,2,,73.79724,,,
Tajikistan,TJK,Asia,Central Asia,2008,1,13987308627,67.71459,,570,
Tanzania,TZA,Africa,Eastern Africa,2008,1,80200000000,59.31471,,580,
Thailand,THA,Asia,South-eastern Asia,2008,2,816000000000,73.18844,,3990,
Timor-Leste,TLS,Asia,South-eastern Asia,2008,2,1580000000,66.45783,,3010,
Togo,TGO,Africa,Western Africa,2008,1,7010000000,56.0059,,400,
Tonga,TON,Oceania,Polynesia,2008,2,471000000,71.8832,,3240,
Trinidad and Tobago,TTO,Americas,Caribbean,2008,4,40400000000,69.42893,,17300,
Tunisia,TUN,Africa,Northern Africa,2008,2,100000000000,74.30244,,3880,
Turkey,TUR,Asia,Western Asia,2008,3,1080000000000,73.50076,,9350,
Turkmenistan,TKM,Asia,Central Asia,2008,2,41900000000,64.75607,,3050,
Turks and Caicos Islands,TCA,Americas,Caribbean,2008,,,,,,
Tuvalu,TUV,Oceania,Polynesia,2008,,32700000,,,4910,
Uganda,UGA,Africa,Eastern Africa,2008,1,44400000000,54.46198,,430,
Ukraine,UKR,Europe,Eastern Europe,2008,2,388000000000,68.25146,,3220,
United Arab Emirates,ARE,Asia,Western Asia,2008,4,477000000000,76.30776,,41000,
United Kingdom,GBR,Europe,Northern Europe,2008,5,2230000000000,79.6,,48420,
United States,USA,Americas,Northern America,2008,5,14700000000000,78.03902,,49300,
Uruguay,URY,Americas,South America,2008,3,49300000000,76.10107,,7690,
Uzbekistan,UZB,Asia,Central Asia,2008,1,99200000000,67.6342,,980,
Vanuatu,VUT,Oceania,Melanesia,2008,2,637000000,70.25476,,2530,
"Venezuela, RB",VEN,Americas,South America,2008,3,484000000000,73.47624,,9230,
Vietnam,VNM,Asia,South-eastern Asia,2008,1,334000000000,74.6531,,1000,
Virgin Islands (U.S.),VIR,Americas,Caribbean,2008,4,,78.92439,,,
West Bank and Gaza,PSE,Asia,Western Asia,2008,0,12300000000,71.89495,,1660,
"Yemen, Rep.",YEM,Asia,Western Asia,2008,1,90800000000,62.21137,,990,
Zambia,ZMB,Africa,Eastern Africa,2008,1,36217946839,53.90563,,1160,
Zimbabwe,ZWE,Africa,Eastern Africa,2008,1,15795924132,45.80449,,300,
Taiwan,TWN,Asia,Eastern Asia,2008,4,805000000000,77.76,,18564,
Afghanistan,AFG,Asia,Southern Asia,2009,1,41500000000,58.60368,,470,
Albania,ALB,Europe,Southern Europe,2009,3,25800000000,76.84037,,4280,
Algeria,DZA,Africa,Northern Africa,2009,3,434000000000,73.52102,,4280,
American Samoa,ASM,Oceania,Polynesia,2009,3,,,,,
Andorra,AND,Europe,Southern Europe,2009,,,,,44200,
Angola,AGO,Africa,Middle Africa,2009,2,129000000000,50.25102,,3510,
Antigua and Barbuda,ATG,Americas,Caribbean,2009,3,1870000000,75.14702,,13400,
Argentina,ARG,Americas,South America,2009,3,680000000000,75.32456,,7790,
Armenia,ARM,Asia,Western Asia,2009,2,18300000000,74.09583,,3250,
Aruba,ABW,Americas,Caribbean,2009,4,,74.81815,,,
Australia,AUS,Oceania,Australia and New Zealand,2009,5,873000000000,81.5439,,44000,
Austria,AUT,Europe,Western Europe,2009,5,340000000000,80.33171,,48700,
Azerbaijan,AZE,Asia,Western Asia,2009,3,133000000000,70.29368,,4800,
"Bahamas, The",BHS,Americas,Caribbean,2009,4,7870000000,74.4239,,22300,
Bahrain,BHR,Asia,Western Asia,2009,4,46700000000,75.98778,,18700,
Bangladesh,BGD,Asia,Southern Asia,2009,1,341000000000,69.68378,,710,
Barbados,BRB,Americas,Caribbean,2009,4,4140000000,74.68249,,15800,
Belarus,BLR,Europe,Eastern Europe,2009,3,134000000000,70.40732,,5590,
Belgium,BEL,Europe,Western Europe,2009,5,411000000000,79.98293,,46300,
Belize,BLZ,Americas,Central America,2009,2,2380000000,69.70307,,4130,
Benin,BEN,Africa,Western Africa,2009,1,15859440470,58.49127,,770,
Bermuda,BMU,Americas,Northern America,2009,4,3630000000,79.38844,,112000,
Bhutan,BTN,Asia,Southern Asia,2009,2,4050000000,67.41666,,1830,
Bolivia,BOL,Americas,South America,2009,2,49856620044,65.848,,1640,
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2009,3,33700000000,75.65737,,4840,
Botswana,BWA,Africa,Southern Africa,2009,3,24000000000,62.4171,,5180,
Brazil,BRA,Americas,South America,2009,3,2580000000000,72.97802,,7990,
British Virgin Islands,VGB,Americas,Caribbean,2009,,,,,,
Brunei Darussalam,BRN,Asia,South-eastern Asia,2009,4,29500000000,77.26829,,32200,
Bulgaria,BGR,Europe,Eastern Europe,2009,3,105000000000,73.4122,,6640,
Burkina Faso,BFA,Africa,Western Africa,2009,1,19800000000,56.52498,,540,
Burundi,BDI,Africa,Eastern Africa,2009,1,6250000000,54.35122,,180,
Cabo Verde,CPV,Africa,Western Africa,2009,2,2793200080,72.47122,,3480,
Cambodia,KHM,Asia,South-eastern Asia,2009,1,32976465254,65.84446,,690,
Cameroon,CMR,Africa,Middle Africa,2009,2,49700000000,53.26485,,1160,
Canada,CAN,Americas,Northern America,2009,5,1300000000000,81.11146,,43100,
Cayman Islands,CYM,Americas,Caribbean,2009,4,,,,,
Central African Republic,CAF,Africa,Middle Africa,2009,1,3710000000,46.93498,,450,
Chad,TCD,Africa,Middle Africa,2009,1,19500000000,49.39317,,830,
Channel Islands,CHI,Europe,Western Europe,2009,4,,79.83271,,,
Chile,CHL,Americas,South America,2009,3,273000000000,79.9608,,10000,
China,CHN,Asia,Eastern Asia,2009,6,11100000000000,74.80327,,3690,
Colombia,COL,Americas,South America,2009,3,466000000000,73.09695,,5090,
Comoros,COM,Africa,Eastern Africa,2009,1,923000000,61.4442,,770,
"Congo, Dem. Rep.",COD,Africa,Middle Africa,2009,1,35500000000,56.33707,,290,
"Congo, Rep.",COG,Africa,Middle Africa,2009,2,20200000000,58.09363,,1980,
Costa Rica,CRI,Americas,Central America,2009,3,54500000000,78.59261,,6530,
Cote d'Ivoire,CIV,Africa,Western Africa,2009,2,52100000000,49.74049,,1180,
Croatia,HRV,Europe,Southern Europe,2009,4,86200000000,76.16829,,13800,
Cuba,CUB,Americas,Caribbean,2009,3,197000000000,78.81098,,5490,
Curacao,CUW,Americas,Caribbean,2009,0,,76.1561,,,
Cyprus,CYP,Asia,Western Asia,2009,4,27400000000,79.19949,,32600,
Czech Republic,CZE,Europe,Eastern Europe,2009,5,288000000000,77.07805,,18700,
Denmark,DNK,Europe,Northern Europe,2009,5,222000000000,78.59756,,59800,
Djibouti,DJI,Africa,Eastern Africa,2009,2,2100000000,59.8428,,,
Dominica,DMA,Americas,Caribbean,2009,3,700000000,,,6510,
Dominican Republic,DOM,Americas,Caribbean,2009,3,98400000000,72.54832,,4850,
Ecuador,ECU,Americas,South America,2009,2,131000000000,74.84461,,4090,
"Egypt, Arab Rep.",EGY,Africa,Northern Africa,2009,2,763000000000,70.15015,,2140,
El Salvador,SLV,Americas,Central America,2009,2,43000000000,71.37815,,3390,
Equatorial Guinea,GNQ,Africa,Middle Africa,2009,4,34100000000,55.4772,,16000,
Eritrea,ERI,Africa,Eastern Africa,2009,1,5890000000,60.85351,,330,
Estonia,EST,Europe,Northern Europe,2009,4,27400000000,74.82439,,14500,
Ethiopia,ETH,Africa,Eastern Africa,2009,1,81000000000,60.41578,,340,
Faroe Islands,FRO,Europe,Northern Europe,2009,4,,80.3878,,,
Fiji,FJI,Oceania,Melanesia,2009,3,5940000000,69.20285,,3870,
Finland,FIN,Europe,Northern Europe,2009,5,202000000000,79.71951,,48600,
France,FRA,Europe,Western Europe,2009,5,2250000000000,81.41463,,43800,
French Polynesia,PYF,Oceania,Polynesia,2009,4,,75.45346,,,
Gabon,GAB,Africa,Middle Africa,2009,3,22800000000,61.53146,,7880,
"Gambia, The",GMB,Africa,Western Africa,2009,1,2545856592,59.10778,,580,
Georgia,GEO,Asia,Western Asia,2009,2,24100000000,73.81541,,2800,
Germany,DEU,Europe,Western Europe,2009,5,3040000000000,79.83659,,43810,
Ghana,GHA,Africa,Western Africa,2009,1,67300000000,60.35546,,1210,
Gibraltar,GIB,Europe,Southern Europe,2009,4,,,,,
Greece,GRC,Europe,Southern Europe,2009,5,338000000000,80.1878,,29330,
Greenland,GRL,Americas,Northern America,2009,4,,70.4678,,19290,
Grenada,GRD,Americas,Caribbean,2009,3,1140000000,72.33007,,6810,
Guam,GUM,Oceania,Micronesia,2009,4,,77.83956,,,
Guatemala,GTM,Americas,Central America,2009,2,92400000000,70.54754,,2590,
Guinea,GIN,Africa,Western Africa,2009,1,12200000000,55.55615,,380,
Guinea-Bissau,GNB,Africa,Western Africa,2009,1,2010000000,53.47663,,520,
Guyana,GUY,Americas,South America,2009,2,4040000000,65.957,,2650,
Haiti,HTI,Americas,Caribbean,2009,1,15400000000,60.82222,,680,
Honduras,HND,Americas,Central America,2009,2,30400000000,72.21722,,1840,
Hong Kong,HKG,Asia,Eastern Asia,2009,4,306000000000,82.77561,,32400,
Hungary,HUN,Europe,Eastern Europe,2009,5,206000000000,73.90488,,13300,
Iceland,ISL,Europe,Northern Europe,2009,5,13000000000,81.75122,,42200,
India,IND,Asia,Southern Asia,2009,2,4760000000000,66.10263,,1110,
Indonesia,IDN,Asia,South-eastern Asia,2009,2,1860000000000,67.95763,,2150,
Iran,IRN,Asia,Southern Asia,2009,3,1180000000000,73.53417,,5370,
Iraq,IRQ,Asia,Western Asia,2009,2,356000000000,68.31993,,4020,
Ireland,IRL,Europe,Northern Europe,2009,5,189000000000,80.19024,,47100,
Isle of Man,IMN,Europe,Northern Europe,2009,,,,,74400,
Israel,ISR,Asia,Western Asia,2009,4,206000000000,81.40488,,27200,
Italy,ITA,Europe,Southern Europe,2009,5,2040000000000,81.63659,,37700,
Jamaica,JAM,Americas,Caribbean,2009,3,22100000000,74.58405,,4500,
Japan,JPN,Asia,Eastern Asia,2009,5,4240000000000,82.93146,,38800,
Jordan,JOR,Asia,Western Asia,2009,2,64400000000,73.27829,,3680,
Kazakhstan,KAZ,Asia,Central Asia,2009,3,296000000000,68.42927,,6780,
Kenya,KEN,Africa,Eastern Africa,2009,1,91400000000,57.80044,,930,
Kiribati,KIR,Oceania,Micronesia,2009,2,174860148,65.18344,,1880,
North Korea,PRK,Asia,Eastern Asia,2009,1,,68.66405,,,
South Korea,KOR,Asia,Eastern Asia,2009,5,1400000000000,80.29732,,21100,
Kosovo,XKX,Europe,Southern Europe,2009,0,13200000000,69.64878,,3280,
Kuwait,KWT,Asia,Western Asia,2009,4,224000000000,74.0062,,45000,
Kyrgyz Republic,KGZ,Asia,Central Asia,2009,1,14800000000,69.10244,,860,
