Country,Year,Life Expectancy,GNI per capita,World Bank Classification,Gross Domestic Product (PPP),Region,Sub-region,ISO
Sierra Leone,2010,48.22895,470,1,7702647247,Africa,Western Africa,SLE
Singapore,2010,81.54146,44800,4,358000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),2010,,,4,,Americas,Caribbean,SXM
Slovak Republic,2010,75.1122,17200,5,135000000000,Europe,Eastern Europe,SVK
Slovenia,2010,79.42195,24600,5,56900000000,Europe,Southern Europe,SVN
Solomon Islands,2010,67.06566,910,2,922000000,Oceania,Melanesia,SLB
Somalia,2010,54.02366,,1,,Africa,Eastern Africa,SOM
South Africa,2010,54.39076,6250,3,601000000000,Africa,Southern Africa,ZAF
South Sudan,2010,53.6649,1060,,37400000000,Africa,Eastern Africa,SSD
Spain,2010,81.62683,32100,5,1490000000000,Europe,Southern Europe,ESP
Sri Lanka,2010,74.33924,2430,2,169000000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,2010,,13100,3,1080000000,Americas,Caribbean,KNA
St. Lucia,2010,74.4711,6560,3,1830000000,Americas,Caribbean,LCA
St. Martin (French part),2010,78.72195,,4,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,2010,72.34639,6030,3,1060000000,Americas,Caribbean,VCT
Sudan,2010,62.04259,1200,2,147000000000,Africa,Northern Africa,SDN
Suriname,2010,70.36273,7780,3,7370000000,Americas,South America,SUR
Swaziland,2010,48.34576,3060,2,8880000000,Africa,Southern Africa,SWZ
Sweden,2010,81.45122,53900,5,391000000000,Europe,Northern Europe,SWE
Switzerland,2010,82.24634,77400,5,414000000000,Europe,Western Europe,CHE
Syrian Arab Republic,2010,72.30744,,2,,Asia,Western Asia,SYR
Tajikistan,2010,68.56339,920,1,15800000000,Asia,Central Asia,TJK
Tanzania,2010,61.62561,700,1,91700000000,Africa,Eastern Africa,TZA
Thailand,2010,73.69437,4610,3,888000000000,Asia,South-eastern Asia,THA
Timor-Leste,2010,67.30839,3010,2,2010000000,Asia,South-eastern Asia,TLS
Togo,2010,57.28156,450,1,7700000000,Africa,Western Africa,TGO
Tonga,2010,72.18261,3570,2,509000000,Oceania,Polynesia,TON
Trinidad and Tobago,2010,69.79756,16500,4,40700000000,Americas,Caribbean,TTO
Tunisia,2010,74.60244,4170,3,109000000000,Africa,Northern Africa,TUN
Turkey,2010,74.09093,9960,3,1200000000000,Asia,Western Asia,TUR
Turkmenistan,2010,65.02124,4110,2,49600000000,Asia,Central Asia,TKM
Turks and Caicos Islands,2010,,,4,,Americas,Caribbean,TCA
Tuvalu,2010,,4720,2,31021363,Oceania,Polynesia,TUV
Uganda,2010,55.83666,550,1,51100000000,Africa,Eastern Africa,UGA
Ukraine,2010,70.26537,2990,2,352000000000,Europe,Eastern Europe,UKR
United Arab Emirates,2010,76.67524,34100,4,468000000000,Asia,Western Asia,ARE
United Kingdom,2010,80.40244,41400,5,2240000000000,Europe,Northern Europe,GBR
United States,2010,78.54146,49000,5,15000000000000,Americas,Northern America,USA
Uruguay,2010,76.39461,10390,3,56477081186,Americas,South America,URY
Uzbekistan,2010,67.86129,1340,2,119000000000,Asia,Central Asia,UZB
Vanuatu,2010,70.84995,2690,2,683000000,Oceania,Melanesia,VUT
"Venezuela, RB",2010,73.67161,11500,3,471000000000,Americas,South America,VEN
Vietnam,2010,74.99037,1270,2,382000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),2010,79.17317,,4,,Americas,Caribbean,VIR
West Bank and Gaza,2010,72.21493,2310,,15500000000,Asia,Western Asia,PSE
"Yemen, Rep.",2010,62.76873,1180,2,104000000000,Asia,Western Asia,YEM
Zambia,2010,56.38385,1310,2,44499351077,Africa,Eastern Africa,ZMB
Zimbabwe,2010,49.57466,500,1,19016741422,Africa,Eastern Africa,ZWE
Taiwan,2010,78.15,19864,4,894000000000,Asia,Eastern Asia,TWN
Afghanistan,2011,59.32795,580,1,49300000000,Asia,Southern Asia,AFG
Albania,2011,77.24059,4390,2,29700000000,Europe,Southern Europe,ALB
Algeria,2011,74.07,4590,3,478000000000,Africa,Northern Africa,DZA
American Samoa,2011,,,3,,Oceania,Polynesia,ASM
Andorra,2011,,40600,,,Europe,Southern Europe,AND
Angola,2011,51.05932,3740,3,143000000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2011,75.46602,12400,3,1760000000,Americas,Caribbean,ATG
Argentina,2011,75.64905,10700,3,822000000000,Americas,South America,ARG
Armenia,2011,74.34283,3420,2,20200000000,Asia,Western Asia,ARM
Aruba,2011,75.08139,,4,3670000000,Americas,Caribbean,ABW
Australia,2011,81.89512,50100,5,933000000000,Oceania,Australia and New Zealand,AUS
Austria,2011,80.98293,50300,5,371000000000,Europe,Western Europe,AUT
Azerbaijan,2011,70.5518,5530,3,145000000000,Asia,Western Asia,AZE
"Bahamas, The",2011,74.75441,21300,4,8310000000,Americas,Caribbean,BHS
Bahrain,2011,76.26785,17800,4,51300000000,Asia,Western Asia,BHR
Bangladesh,2011,70.47195,870,1,396000000000,Asia,Southern Asia,BGD
Barbados,2011,75.00815,15100,4,4320000000,Americas,Caribbean,BRB
Belarus,2011,70.55366,6130,3,157000000000,Europe,Eastern Europe,BLR
Belgium,2011,80.58537,47000,5,456000000000,Europe,Western Europe,BEL
Belize,2011,69.84368,4150,2,2590000000,Americas,Central America,BLZ
Benin,2011,58.9329,770,1,17227124155,Africa,Western Africa,BEN
Bermuda,2011,81.15268,108000,4,3550000000,Americas,Northern America,BMU
Bhutan,2011,68.3232,2170,2,5040000000,Asia,Southern Asia,BTN
Bolivia,2011,66.94256,2010,2,56400000000,Americas,South America,BOL
Bosnia and Herzegovina,2011,75.96293,4780,3,36495497235,Europe,Southern Europe,BIH
Botswana,2011,63.95161,6510,3,28500000000,Africa,Southern Africa,BWA
Brazil,2011,73.55234,11000,3,2970000000000,Americas,South America,BRA
British Virgin Islands,2011,,,,,Americas,Caribbean,VGB
Brunei Darussalam,2011,77.93232,35010,4,32480415591,Asia,South-eastern Asia,BRN
Bulgaria,2011,74.16341,7190,3,115000000000,Europe,Eastern Europe,BGR
Burkina Faso,2011,57.49205,620,1,23700000000,Africa,Western Africa,BFA
Burundi,2011,55.31202,220,1,6980000000,Africa,Eastern Africa,BDI
Cabo Verde,2011,72.70956,3540,2,3040000000,Africa,Western Africa,CPV
Cambodia,2011,66.87288,810,1,38700000000,Asia,South-eastern Asia,KHM
Cameroon,2011,54.13737,1210,2,55200000000,Africa,Middle Africa,CMR
Canada,2011,81.34929,47100,5,1430000000000,Americas,Northern America,CAN
Cayman Islands,2011,,,4,2823463452,Americas,Caribbean,CYM
Central African Republic,2011,48.35044,480,1,4080000000,Africa,Middle Africa,CAF
Chad,2011,50.33195,890,1,22900000000,Africa,Middle Africa,TCD
Channel Islands,2011,80.16951,,4,,Europe,Western Europe,CHI
Chile,2011,80.58698,12350,3,349000000000,Americas,South America,CHL
China,2011,75.20217,5060,6,14000000000000,Asia,Eastern Asia,CHN
Colombia,2011,73.4548,6180,3,534000000000,Americas,South America,COL
Comoros,2011,62.21276,790,1,1000000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",2011,57.39863,310,1,42000000000,Africa,Middle Africa,COD
"Congo, Rep.",2011,60.08517,2230,2,23500000000,Africa,Middle Africa,COG
Costa Rica,2011,78.89017,8060,3,61600000000,Americas,Central America,CRI
Cote d'Ivoire,2011,50.51722,1150,2,52500000000,Africa,Western Africa,CIV
Croatia,2011,76.77561,14050,4,88627632084,Europe,Southern Europe,HRV
Cuba,2011,79.03951,5880,3,214000000000,Americas,Caribbean,CUB
Curacao,2011,77.47317,,4,,Americas,Caribbean,CUW
Cyprus,2011,79.57151,31500,4,28200000000,Asia,Western Asia,CYP
Czech Republic,2011,77.87317,19400,5,302000000000,Europe,Eastern Europe,CZE
Denmark,2011,79.8,61500,5,246000000000,Europe,Northern Europe,DNK
Djibouti,2011,60.85056,,2,2340000000,Africa,Eastern Africa,DJI
Dominica,2011,,6870,3,727000000,Americas,Caribbean,DMA
Dominican Republic,2011,72.94529,5420,3,114000000000,Americas,Caribbean,DOM
Ecuador,2011,75.22644,4900,3,151000000000,Americas,South America,ECU
"Egypt, Arab Rep.",2011,70.53332,2590,2,844000000000,Africa,Northern Africa,EGY
El Salvador,2011,71.95617,3600,2,46000000000,Americas,Central America,SLV
Equatorial Guinea,2011,56.44683,15200,4,34200000000,Africa,Middle Africa,GNQ
Eritrea,2011,62.06937,480,1,6760000000,Africa,Eastern Africa,ERI
Estonia,2011,76.22927,15900,5,32600000000,Europe,Northern Europe,EST
Ethiopia,2011,62.08302,390,1,105000000000,Africa,Eastern Africa,ETH
Faroe Islands,2011,80.93902,,4,,Europe,Northern Europe,FRO
Fiji,2011,69.565,3760,2,6490000000,Oceania,Melanesia,FJI
Finland,2011,80.47073,49900,5,219000000000,Europe,Northern Europe,FIN
France,2011,82.11463,44220,5,2450000000000,Europe,Western Europe,FRA
French Polynesia,2011,75.91702,,4,,Oceania,Polynesia,PYF
Gabon,2011,62.7051,8650,3,27000000000,Africa,Middle Africa,GAB
"Gambia, The",2011,59.56059,520,1,2680000000,Africa,Western Africa,GMB
Georgia,2011,74.18205,3300,2,28345977228,Asia,Western Asia,GEO
Germany,2011,80.74146,46500,5,3430000000000,Europe,Western Europe,DEU
Ghana,2011,60.808,1410,2,85500000000,Africa,Western Africa,GHA
Gibraltar,2011,,,,,Europe,Southern Europe,GIB
Greece,2011,80.73171,24900,5,290000000000,Europe,Southern Europe,GRC
Greenland,2011,71.06244,,4,,Americas,Northern America,GRL
Grenada,2011,72.79341,7180,3,1180000000,Americas,Caribbean,GRD
Guam,2011,78.35959,,4,,Oceania,Micronesia,GUM
Guatemala,2011,71.01041,2830,2,102000000000,Americas,Central America,GTM
Guinea,2011,57.00054,400,1,13400000000,Africa,Western Africa,GIN
Guinea-Bissau,2011,54.15941,600,1,2370000000,Africa,Western Africa,GNB
Guyana,2011,66.12915,3190,2,4590000000,Americas,South America,GUY
Haiti,2011,61.6452,700,1,15849403538,Americas,Caribbean,HTI
Honduras,2011,72.57273,2070,2,33800000000,Americas,Central America,HND
Hong Kong,2011,83.42195,35700,4,354000000000,Asia,Eastern Asia,HKG
Hungary,2011,74.85854,13100,5,227000000000,Europe,Eastern Europe,HUN
Iceland,2011,82.35854,37600,5,12600000000,Europe,Northern Europe,ISL
India,2011,66.90417,1370,2,5780000000000,Asia,Southern Asia,IND
Indonesia,2011,68.33439,3010,2,2170000000000,Asia,South-eastern Asia,IDN
Iran,2011,74.41259,6730,3,1350000000000,Asia,Southern Asia,IRN
Iraq,2011,68.70971,4790,2,421000000000,Asia,Western Asia,IRQ
Ireland,2011,80.74634,42800,5,208000000000,Europe,Northern Europe,IRL
Isle of Man,2011,,72700,,,Europe,Northern Europe,IMN
Israel,2011,81.6561,31600,5,237000000000,Asia,Western Asia,ISR
Italy,2011,82.1878,37700,5,2160000000000,Europe,Southern Europe,ITA
Jamaica,2011,75.08624,4810,3,22900000000,Americas,Caribbean,JAM
Japan,2011,82.59122,46900,5,4570000000000,Asia,Eastern Asia,JPN
Jordan,2011,73.59185,3990,3,69800000000,Asia,Western Asia,JOR
Kazakhstan,2011,68.98,8280,3,352000000000,Asia,Central Asia,KAZ
Kenya,2011,59.53422,1040,1,109000000000,Africa,Eastern Africa,KEN
Kiribati,2011,65.44063,2010,2,179000000,Oceania,Micronesia,KIR
North Korea,2011,69.1879,,1,,Asia,Eastern Asia,PRK
South Korea,2011,80.96707,22600,5,1560000000000,Asia,Eastern Asia,KOR
Kosovo,2011,70.14878,3640,,14700000000,Europe,Southern Europe,XKX
Kuwait,2011,74.23351,42900,4,247000000000,Asia,Western Asia,KWT
Kyrgyz Republic,2011,69.60244,880,1,16100000000,Asia,Central Asia,KGZ
Lao PDR,2011,64.79812,1120,2,26900000000,Asia,South-eastern Asia,LAO
Latvia,2011,73.57561,13100,3,40700000000,Europe,Northern Europe,LVA
Lebanon,2011,78.68985,8600,3,72000000000,Asia,Western Asia,LBN
Lesotho,2011,48.21976,1490,2,5170000000,Africa,Southern Africa,LSO
Liberia,2011,59.86434,320,1,2990000000,Africa,Western Africa,LBR
Libya,2011,71.68327,4660,3,69300000000,Africa,Northern Africa,LBY
Liechtenstein,2011,81.79268,,4,,Europe,Western Europe,LIE
Lithuania,2011,73.56341,13220,3,69178303536,Europe,Northern Europe,LTU
Luxembourg,2011,80.9878,75700,5,46700000000,Europe,Western Europe,LUX
Macao,2011,79.90624,55200,4,64100000000,Asia,Eastern Asia,MAC
"Macedonia, FYR",2011,74.87451,4820,3,24100000000,Europe,Southern Europe,MKD
Madagascar,2011,63.80741,420,1,29700000000,Africa,Eastern Africa,MDG
Malawi,2011,58.50012,480,1,16400000000,Africa,Eastern Africa,MWI
Malaysia,2011,74.28676,9060,3,625000000000,Asia,South-eastern Asia,MYS
Maldives,2011,76.33751,5850,3,4190000000,Asia,Southern Asia,MDV
Mali,2011,56.65468,730,1,29100000000,Africa,Western Africa,MLI
Malta,2011,80.74634,21300,4,12000000000,Europe,Southern Europe,MLT
Marshall Islands,2011,,3960,2,184000000,Oceania,Micronesia,MHL
Mauritania,2011,62.29249,1210,1,12500000000,Africa,Western Africa,MRT
Mauritius,2011,73.26683,8580,3,20700000000,Africa,Eastern Africa,MUS
Mexico,2011,76.18566,9080,3,1900000000000,Americas,Central America,MEX
"Micronesia, Fed. Sts.",2011,68.731,3050,2,353000000,Oceania,Micronesia,FSM
Moldova,2011,70.2711,1990,2,14900000000,Europe,Eastern Europe,MDA
Monaco,2011,,,4,,Europe,Western Europe,MCO
Mongolia,2011,68.12254,2600,2,24500000000,Asia,Eastern Asia,MNG
Montenegro,2011,75.39132,7240,3,8970000000,Europe,Southern Europe,MNE
Morocco,2011,72.98544,3020,2,223000000000,Africa,Northern Africa,MAR
Mozambique,2011,53.73829,480,1,23800000000,Africa,Eastern Africa,MOZ
Myanmar,2011,65.1809,990,1,197000000000,Asia,South-eastern Asia,MMR
Namibia,2011,63.27717,4970,3,19300000000,Africa,Southern Africa,NAM
Nauru,2011,,6770,,73800000,Oceania,Micronesia,NRU
Nepal,2011,68.40663,610,1,55500000000,Asia,Southern Asia,NPL
Netherlands,2011,81.20488,54100,5,769000000000,Europe,Western Europe,NLD
New Caledonia,2011,76.72683,,4,,Oceania,Melanesia,NCL
New Zealand,2011,80.90488,32300,5,144000000000,Oceania,Australia and New Zealand,NZL
Nicaragua,2011,73.90129,1600,2,24500000000,Americas,Central America,NIC
Niger,2011,59.20456,360,1,13700000000,Africa,Western Africa,NER
Nigeria,2011,51.7378,1720,2,857000000000,Africa,Western Africa,NGA
Northern Mariana Islands,2011,,,4,,Oceania,Micronesia,MNP
Norway,2011,81.29512,90300,5,307000000000,Europe,Northern Europe,NOR
Oman,2011,76.32763,17200,4,136000000000,Asia,Western Asia,OMN
Pakistan,2011,65.447,1150,2,751000000000,Asia,Southern Asia,PAK
Palau,2011,,9310,3,267000000,Oceania,Micronesia,PLW
Panama,2011,77.05168,8350,3,62800000000,Americas,Central America,PAN
Papua New Guinea,2011,62.15263,1520,2,16400000000,Oceania,Melanesia,PNG
Paraguay,2011,72.4872,3260,2,47200000000,Americas,South America,PRY
Peru,2011,73.84498,4880,3,311000000000,Americas,South America,PER
Philippines,2011,67.89066,2640,2,544000000000,Asia,South-eastern Asia,PHL
Poland,2011,76.69512,12900,5,870000000000,Europe,Eastern Europe,POL
Portugal,2011,80.47073,22700,5,283000000000,Europe,Southern Europe,PRT
Puerto Rico,2011,78.67317,17350,4,126000000000,Americas,Caribbean,PRI
Qatar,2011,78.0278,71500,4,252000000000,Asia,Western Asia,QAT
Romania,2011,74.40976,8610,3,365000000000,Europe,Eastern Europe,ROU
Russian Federation,2011,69.65854,11000,3,3440000000000,Europe,Eastern Europe,RUS
Rwanda,2011,62.15537,590,1,14700000000,Africa,Eastern Africa,RWA
Samoa,2011,72.70127,3590,2,1060000000,Oceania,Polynesia,WSM
San Marino,2011,83.32322,,4,,Europe,Southern Europe,SMR
Sao Tome and Principe,2011,66.00378,1250,2,482000000,Africa,Middle Africa,STP
Saudi Arabia,2011,73.85485,20500,4,1370000000000,Asia,Western Asia,SAU
Senegal,2011,64.69537,1020,2,28700000000,Africa,Western Africa,SEN
Serbia,2011,74.53659,5910,3,93800000000,Europe,Southern Europe,SRB
Seychelles,2011,72.72439,11100,3,1970000000,Africa,Eastern Africa,SYC
Sierra Leone,2011,49.03473,470,1,8240000000,Africa,Western Africa,SLE
Singapore,2011,81.7439,48370,4,388000000000,Asia,South-eastern Asia,SGP
Sint Maarten (Dutch part),2011,,,4,1210000000,Americas,Caribbean,SXM
Slovak Republic,2011,75.95854,17200,5,139000000000,Europe,Eastern Europe,SVK
Slovenia,2011,79.97073,24600,5,59100000000,Europe,Southern Europe,SVN
Solomon Islands,2011,67.29122,1120,2,1060000000,Oceania,Melanesia,SLB
Somalia,2011,54.35695,,1,,Africa,Eastern Africa,SOM
South Africa,2011,55.29566,7050,3,633000000000,Africa,Southern Africa,ZAF
South Sudan,2011,54.205,910,2,36400000000,Africa,Eastern Africa,SSD
Spain,2011,82.47561,31100,5,1500000000000,Europe,Southern Europe,ESP
Sri Lanka,2011,74.42456,2860,2,187000000000,Asia,Southern Asia,LKA
St. Kitts and Nevis,2011,,13500,4,1130000000,Americas,Caribbean,KNA
St. Lucia,2011,74.63571,6830,3,1880000000,Americas,Caribbean,LCA
St. Martin (French part),2011,78.87073,,4,,Americas,Caribbean,MAF
St. Vincent and the Grenadines,2011,72.51876,6070,3,1080000000,Americas,Caribbean,VCT
Sudan,2011,62.45554,1410,2,147000000000,Africa,Northern Africa,SDN
Suriname,2011,70.59939,8070,3,7910000000,Americas,South America,SUR
Swaziland,2011,48.66139,3460,2,9230000000,Africa,Southern Africa,SWZ
Sweden,2011,81.80244,56100,5,413000000000,Europe,Northern Europe,SWE
Switzerland,2011,82.69512,79300,5,442000000000,Europe,Western Europe,CHE
Syrian Arab Republic,2011,71.48615,,2,,Asia,Western Asia,SYR
Tajikistan,2011,68.89178,1020,1,17300000000,Asia,Central Asia,TJK
Tanzania,2011,62.6321,740,1,101000000000,Africa,Eastern Africa,TZA
Thailand,2011,73.89239,5000,3,914000000000,Asia,South-eastern Asia,THA
Timor-Leste,2011,67.57673,3800,2,2220000000,Asia,South-eastern Asia,TLS
Togo,2011,57.93078,460,1,8240000000,Africa,Western Africa,TGO
Tonga,2011,72.33473,3780,2,534000000,Oceania,Polynesia,TON
Trinidad and Tobago,2011,69.98032,14800,4,41400000000,Americas,Caribbean,TTO
Tunisia,2011,74.3439,4000,3,109000000000,Africa,Northern Africa,TUN
Turkey,2011,74.36734,10500,3,1340000000000,Asia,Western Asia,TUR
Turkmenistan,2011,65.16561,4790,3,58000000000,Asia,Central Asia,TKM
Turks and Caicos Islands,2011,,,4,,Americas,Caribbean,TCA
Tuvalu,2011,,5080,3,34300000,Oceania,Polynesia,TUV
Uganda,2011,56.46376,620,1,57100000000,Africa,Eastern Africa,UGA
Ukraine,2011,70.80927,3120,2,379000000000,Europe,Eastern Europe,UKR
United Arab Emirates,2011,76.8512,35300,4,503000000000,Asia,Western Asia,ARE
United Kingdom,2011,80.95122,40600,5,2310000000000,Europe,Northern Europe,GBR
United States,2011,78.64146,50500,5,15500000000000,Americas,Northern America,USA
Uruguay,2011,76.5412,12000,3,60600000000,Americas,South America,URY
Uzbekistan,2011,67.98141,1530,2,131000000000,Asia,Central Asia,UZB
Vanuatu,2011,71.13456,2860,2,705000000,Oceania,Melanesia,VUT
"Venezuela, RB",2011,73.79166,11790,3,500000000000,Americas,South America,VEN
Vietnam,2011,75.1568,1390,2,414000000000,Asia,South-eastern Asia,VNM
Virgin Islands (U.S.),2011,79.37317,,4,,Americas,Caribbean,VIR
West Bank and Gaza,2011,72.38539,2560,,17107576502,Asia,Western Asia,PSE
"Yemen, Rep.",2011,63.05354,1060,2,92300000000,Asia,Western Asia,YEM
Zambia,2011,57.4222,1390,2,47945443548,Africa,Eastern Africa,ZMB
Zimbabwe,2011,51.60037,690,1,21720130515,Africa,Eastern Africa,ZWE
Taiwan,2011,78.32,21507,4,947000000000,Asia,Eastern Asia,TWN
Afghanistan,2012,59.67961,700,1,57500000000,Asia,Southern Asia,AFG
Albania,2012,77.44398,4360,3,30530519326,Europe,Southern Europe,ALB
Algeria,2012,74.3241,5200,3,504000000000,Africa,Northern Africa,DZA
American Samoa,2012,,,3,,Oceania,Polynesia,ASM
Andorra,2012,,41010,,,Europe,Southern Europe,AND
Angola,2012,51.464,4140,3,153000000000,Africa,Middle Africa,AGO
Antigua and Barbuda,2012,75.6218,12800,4,1860000000,Americas,Caribbean,ATG
Argentina,2012,75.81624,11900,3,829000000000,Americas,South America,ARG
Armenia,2012,74.4521,3760,2,22000000000,Asia,Western Asia,ARM
Aruba,2012,75.20576,,4,,Americas,Caribbean,ABW
Australia,2012,82.04634,59800,5,968000000000,Oceania,Australia and New Zealand,AUS
Austria,2012,80.93659,49800,5,390000000000,Europe,Western Europe,AUT
Azerbaijan,2012,70.62395,6290,3,150000000000,Asia,Western Asia,AZE
"Bahamas, The",2012,74.91446,21700,4,8730000000,Americas,Caribbean,BHS
Bahrain,2012,76.40763,19400,4,54200000000,Asia,Western Asia,BHR
Bangladesh,2012,70.86027,950,1,429000000000,Asia,Southern Asia,BGD
Barbados,2012,75.17102,15200,4,4420000000,Americas,Caribbean,BRB
Belarus,2012,71.96585,6400,3,163000000000,Europe,Eastern Europe,BLR
Belgium,2012,80.38537,47100,5,471000000000,Europe,Western Europe,BEL
Belize,2012,69.90515,4260,3,2740000000,Americas,Central America,BLZ
Benin,2012,59.12198,790,1,18400000000,Africa,Western Africa,BEN
Bermuda,2012,81.6778,106000,4,3440000000,Americas,Northern America,BMU
Bhutan,2012,68.7229,2320,2,5392970630,Asia,Southern Asia,BTN
Bolivia,2012,67.44546,2280,2,60400000000,Americas,South America,BOL
Bosnia and Herzegovina,2012,76.12017,4690,3,37100000000,Europe,Southern Europe,BIH
Botswana,2012,64.22273,7160,3,30300000000,Africa,Southern Africa,BWA
Brazil,2012,73.83959,12000,3,3090000000000,Americas,South America,BRA
British Virgin Islands,2012,,,,,Americas,Caribbean,VGB
Brunei Darussalam,2012,78.25259,41700,4,33400000000,Asia,South-eastern Asia,BRN
Bulgaria,2012,74.31463,7420,3,118000000000,Europe,Eastern Europe,BGR
Burkina Faso,2012,57.87932,670,1,25700000000,Africa,Western Africa,BFA
Burundi,2012,55.78929,240,1,7390000000,Africa,Eastern Africa,BDI
Cabo Verde,2012,72.82822,3470,2,3130000000,Africa,Western Africa,CPV
Cambodia,2012,67.32888,880,1,42200000000,Asia,South-eastern Asia,KHM
Cameroon,2012,54.58751,1230,2,58800000000,Africa,Middle Africa,CMR
Canada,2012,81.56244,51200,5,1460000000000,Americas,Northern America,CAN
Cayman Islands,2012,,,4,,Americas,Caribbean,CYM
Central African Republic,2012,49.10529,490,1,4330000000,Africa,Middle Africa,CAF
Chad,2012,50.78139,960,1,25398008887,Africa,Middle Africa,TCD
Channel Islands,2012,80.31866,,4,,Europe,Western Europe,CHI
Chile,2012,80.89485,14400,5,372000000000,Americas,South America,CHL
China,2012,75.39293,5940,6,15300000000000,Asia,Eastern Asia,CHN
Colombia,2012,73.63078,7140,3,565000000000,Americas,South America,COL
Comoros,2012,62.58298,800,1,1050000000,Africa,Eastern Africa,COM
"Congo, Dem. Rep.",2012,57.85407,350,1,45900000000,Africa,Middle Africa,COD
"Congo, Rep.",2012,60.9239,2510,2,24900000000,Africa,Middle Africa,COG
Costa Rica,2012,79.05354,9220,3,65800000000,Americas,Central America,CRI
Cote d'Ivoire,2012,50.86334,1260,2,59200000000,Africa,Western Africa,CIV
Croatia,2012,76.92439,13500,4,90200000000,Europe,Southern Europe,HRV
Cuba,2012,79.14161,,3,225000000000,Americas,Caribbean,CUB
Curacao,2012,,,4,,Americas,Caribbean,CUW
Cyprus,2012,79.76227,28900,4,27500000000,Asia,Western Asia,CYP
Czech Republic,2012,78.07561,19400,5,305000000000,Europe,Eastern Europe,CZE
Denmark,2012,80.05122,61100,5,249000000000,Europe,Northern Europe,DNK
Djibouti,2012,61.29598,,2,2500000000,Africa,Eastern Africa,DJI
Dominica,2012,,6660,3,732000000,Americas,Caribbean,DMA
Dominican Republic,2012,73.13532,5660,3,119000000000,Americas,Caribbean,DOM
Ecuador,2012,75.433,5410,3,162000000000,Americas,South America,ECU
"Egypt, Arab Rep.",2012,70.72915,2850,2,878000000000,Africa,Northern Africa,EGY
El Salvador,2012,72.23185,3730,2,47700000000,Americas,Central America,SLV
Equatorial Guinea,2012,56.89027,18500,4,37700000000,Africa,Middle Africa,GNQ
Eritrea,2012,62.64498,,1,,Africa,Eastern Africa,ERI
Estonia,2012,76.32683,17000,5,34400000000,Europe,Northern Europe,EST
Ethiopia,2012,62.79354,410,1,116000000000,Africa,Eastern Africa,ETH
Faroe Islands,2012,81.19024,,4,,Europe,Northern Europe,FRO
Fiji,2012,69.74322,4120,3,6737627631,Oceania,Melanesia,FJI
Finland,2012,80.62683,48700,5,220000000000,Europe,Northern Europe,FIN
France,2012,81.96829,43000,5,2470000000000,Europe,Western Europe,FRA
French Polynesia,2012,76.12702,,4,,Oceania,Polynesia,PYF
Gabon,2012,63.28073,9850,3,28900000000,Africa,Middle Africa,GAB
"Gambia, The",2012,59.77815,520,1,2890000000,Africa,Western Africa,GMB
Georgia,2012,74.35271,3870,2,30700000000,Asia,Western Asia,GEO
Germany,2012,80.89268,46710,5,3500000000000,Europe,Western Europe,DEU
Ghana,2012,60.97702,1570,2,95200000000,Africa,Western Africa,GHA
Gibraltar,2012,,,,,Europe,Southern Europe,GIB
Greece,2012,80.63415,23500,5,279000000000,Europe,Southern Europe,GRC
Greenland,2012,71.30927,,4,,Americas,Northern America,GRL
Grenada,2012,73.00227,7160,3,1190000000,Americas,Caribbean,GRD
Guam,2012,78.61751,,4,,Oceania,Micronesia,GUM
Guatemala,2012,71.24939,3070,2,107000000000,Americas,Central America,GTM
Guinea,2012,57.63763,430,1,14200000000,Africa,Western Africa,GIN
Guinea-Bissau,2012,54.50351,590,1,2370469705,Africa,Western Africa,GNB
Guyana,2012,66.21727,3600,2,4900000000,Americas,South America,GUY
Haiti,2012,62.03339,750,1,16600000000,Americas,Caribbean,HTI
Honduras,2012,72.75502,2180,2,35800000000,Americas,Central America,HND
Hong Kong,2012,83.48049,36300,4,367000000000,Asia,Eastern Asia,HKG
Hungary,2012,75.06341,12900,3,228000000000,Europe,Eastern Europe,HUN
Iceland,2012,82.91707,40500,5,13000000000,Europe,Northern Europe,ISL
India,2012,67.28988,1480,2,6220000000000,Asia,Southern Asia,IND
Indonesia,2012,68.51956,3580,2,2340000000000,Asia,South-eastern Asia,IDN
Iran,2012,74.79934,7010,3,1280000000000,Asia,Southern Asia,IRN
Iraq,2012,68.94973,6100,3,488000000000,Asia,Western Asia,IRQ
Ireland,2012,80.89512,41330,5,214000000000,Europe,Northern Europe,IRL
Isle of Man,2012,,78800,,,Europe,Northern Europe,IMN
Israel,2012,81.70488,32200,5,251000000000,Asia,Western Asia,ISR
Italy,2012,82.23902,36000,5,2160000000000,Europe,Southern Europe,ITA
Jamaica,2012,75.29983,5250,3,23200000000,Americas,Caribbean,JAM
Japan,2012,83.0961,49500,5,4750000000000,Asia,Eastern Asia,JPN
Jordan,2012,73.74641,4210,3,73000000000,Asia,Western Asia,JOR
Kazakhstan,2012,69.61,9940,3,376000000000,Asia,Central Asia,KAZ
Kenya,2012,60.27278,1090,1,116000000000,Africa,Eastern Africa,KEN
Kiribati,2012,65.59607,2450,2,191000000,Oceania,Micronesia,KIR
