Country,ISO,Region,Year,World Bank Classification,r_Gross Domestic Product (PPP),y_Life Expectancy (years),x_GNI per capita (US$)
Cameroon,CMR,Africa,1992,2,21300000000,53.6,870
Canada,CAN,Americas,1992,5,583000000000,77.3,21100
Cayman Islands,CYM,Americas,1992,,,,
Central African Republic,CAF,Africa,1992,1,1740000000,48.3,450
Chad,TCD,Africa,1992,1,5300000000,47.1,330
Channel Islands,CHI,Europe,1992,4,,75.8,
Chile,CHL,Americas,1992,2,75697104669,73.6,3050
China,CHN,Asia,1992,6,1480000000000,69.3,390
Colombia,COL,Americas,1992,2,189000000000,68.6,1280
Comoros,COM,Africa,1992,1,462000000,57.6,640
"Congo, Dem. Rep.",COD,Africa,1992,1,24800000000,49.3,
"Congo, Rep.",COG,Africa,1992,2,9000000000,54.0,1050
Costa Rica,CRI,Americas,1992,2,18400000000,76.0,2580
Cote d'Ivoire,CIV,Africa,1992,2,26708332257,51.7,760
Croatia,HRV,Europe,1992,2,,71.2,
Cuba,CUB,Americas,1992,2,78200000000,74.8,2130
Curacao,CUW,Americas,1992,,,,
Cyprus,CYP,Asia,1992,4,8900000000,76.8,11200
Czech Republic,CZE,Europe,1992,2,121000000000,72.3,3330
Denmark,DNK,Europe,1992,5,102000000000,75.2,28900
Djibouti,DJI,Africa,1992,2,1200000000,56.9,800
Dominica,DMA,Americas,1992,2,335000000,74.0,2590
Dominican Republic,DOM,Americas,1992,2,28832165828,68.8,1320
Ecuador,ECU,Americas,1992,2,55500000000,70.0,1600
"Egypt, Arab Rep.",EGY,Africa,1992,1,245000000000,65.4,740
El Salvador,SLV,Americas,1992,2,18100000000,65.6,1080
Equatorial Guinea,GNQ,Africa,1992,1,389000000,49.0,420
Eritrea,ERI,Africa,1992,1,2370000000,49.8,
Estonia,EST,Europe,1992,3,,68.9,
Ethiopia,ETH,Africa,1992,1,18200000000,47.9,220
Faroe Islands,FRO,Europe,1992,4,,76.6,
Fiji,FJI,Oceania,1992,2,3030000000,66.0,1990
Finland,FIN,Europe,1992,5,87000000000,75.5,24200
France,FRA,Europe,1992,5,1120000000000,77.1,24010
French Polynesia,PYF,Oceania,1992,4,,69.4,17400
Gabon,GAB,Africa,1992,3,13000000000,61.3,5110
"Gambia, The",GMB,Africa,1992,1,1010000000,52.7,550
Georgia,GEO,Asia,1992,2,11400000000,69.9,750
Germany,DEU,Europe,1992,5,1750000000000,75.8,25900
Ghana,GHA,Africa,1992,1,21000000000,57.4,440
Gibraltar,GIB,Europe,1992,3,,,
Greece,GRC,Europe,1992,3,149000000000,77.4,11200
Greenland,GRL,Americas,1992,4,,65.2,17400
Grenada,GRD,Americas,1992,2,502000000,68.8,2530
Guam,GUM,Oceania,1992,3,,72.5,
Guatemala,GTM,Americas,1992,2,35100000000,63.3,1020
Guinea,GIN,Africa,1992,1,4910000000,51.0,460
Guinea-Bissau,GNB,Africa,1992,1,1150000000,49.8,220
Guyana,GUY,Americas,1992,1,1650000000,63.8,440
Haiti,HTI,Americas,1992,1,,55.3,
Honduras,HND,Americas,1992,1,11700000000,67.6,610
Hong Kong,HKG,Asia,1992,4,118000000000,77.7,16600
Hungary,HUN,Europe,1992,3,85200000000,69.1,
Iceland,ISL,Europe,1992,5,5750000000,78.8,26400
India,IND,Asia,1992,1,1120000000000,58.9,350
Indonesia,IDN,Asia,1992,1,648000000000,64.0,670
Iraq,IRQ,Asia,1992,2,65500000000,67.3,
Ireland,IRL,Europe,1992,5,53700000000,75.1,14400
Isle of Man,IMN,Europe,1992,,,,
Israel,ISR,Asia,1992,4,74900000000,76.5,12600
Italy,ITA,Europe,1992,5,1140000000000,77.4,22900
Jamaica,JAM,Americas,1992,2,12900000000,72.0,1630
Japan,JPN,Asia,1992,5,2620000000000,79.2,30200
Jordan,JOR,Asia,1992,2,18500000000,70.4,1350
Kazakhstan,KAZ,Asia,1992,2,123000000000,67.7,
Kenya,KEN,Africa,1992,1,38290894122,57.5,330
Kiribati,KIR,Oceania,1992,2,97900000,61.3,1030
North Korea,PRK,Asia,1992,2,,69.0,
South Korea,KOR,Asia,1992,3,447000000000,72.2,8290
Kosovo,XKX,Europe,1992,0,,68.1,
Kuwait,KWT,Asia,1992,4,58500000000,72.6,
Kyrgyz Republic,KGZ,Asia,1992,2,8270000000,68.1,520
Lao PDR,LAO,Asia,1992,1,5160000000,54.6,250
Latvia,LVA,Europe,1992,2,,68.4,
Lebanon,LBN,Asia,1992,2,21000000000,70.9,1830
Lesotho,LSO,Africa,1992,1,1717633899,59.6,700
Liberia,LBR,Africa,1992,1,,47.9,
Libya,LBY,Africa,1992,3,,69.3,
Liechtenstein,LIE,Europe,1992,,,,54400
Lithuania,LTU,Europe,1992,2,,70.2,
Luxembourg,LUX,Europe,1992,5,13800000000,75.8,35600
Macao,MAC,Asia,1992,3,9930000000,75.8,12000
"Macedonia, FYR",MKD,Europe,1992,2,9720000000,71.5,1670
Madagascar,MDG,Africa,1992,1,12400000000,52.3,230
Malawi,MWI,Africa,1992,1,4830000000,43.5,200
Malaysia,MYS,Asia,1992,3,155000000000,71.2,2850
Maldives,MDV,Asia,1992,1,,63.1,
Mali,MLI,Africa,1992,1,7950000000,47.1,330
Malta,MLT,Europe,1992,3,3888076355,75.8,8870
Marshall Islands,MHL,Oceania,1992,2,100000000,,
Mauritania,MRT,Africa,1992,1,4040000000,58.8,610
Mauritius,MUS,Africa,1992,3,5942594766,70.1,2990
Mexico,MEX,Americas,1992,3,588000000000,71.6,3700
"Micronesia, Fed. Sts.",FSM,Oceania,1992,2,203000000,66.4,
Moldova,MDA,Europe,1992,2,,67.2,
Monaco,MCO,Europe,1992,,,,91300
Mongolia,MNG,Asia,1992,2,6330000000,60.7,810
Montenegro,MNE,Europe,1992,0,,74.5,
Morocco,MAR,Africa,1992,2,70400000000,65.7,1270
Mozambique,MOZ,Africa,1992,1,3410000000,44.0,180
Myanmar,MMR,Asia,1992,1,22500000000,59.4,
Namibia,NAM,Africa,1992,2,6410000000,61.2,2310
Nauru,NRU,Oceania,1992,,,,
Nepal,NPL,Asia,1992,1,17000000000,55.9,200
Netherlands,NLD,Europe,1992,5,311000000000,77.2,23200
New Caledonia,NCL,Oceania,1992,3,,71.6,16100
New Zealand,NZL,Oceania,1992,5,52700000000,76.1,12100
Nicaragua,NIC,Americas,1992,1,8570000000,65.6,240
Niger,NER,Africa,1992,1,4690178707,45.1,280
Nigeria,NGA,Africa,1992,1,198000000000,46.1,270
Northern Mariana Islands,MNP,Oceania,1992,2,,,
Norway,NOR,Europe,1992,5,88200000000,77.2,30800
Oman,OMN,Asia,1992,3,49900000000,68.4,6520
Pakistan,PAK,Asia,1992,1,254000000000,60.7,440
Palau,PLW,Oceania,1992,,159000000,,
Panama,PAN,Americas,1992,2,15600000000,73.5,3020
Papua New Guinea,PNG,Oceania,1992,2,5690000000,56.4,920
Paraguay,PRY,Americas,1992,2,18300000000,68.4,
Peru,PER,Americas,1992,2,80527755037,66.5,1390
Philippines,PHL,Asia,1992,2,169000000000,65.6,770
Poland,POL,Europe,1992,2,237000000000,71.1,2040
Portugal,PRT,Europe,1992,3,131000000000,74.3,9870
Puerto Rico,PRI,Americas,1992,3,64100000000,73.9,6700
Qatar,QAT,Asia,1992,4,,75.4,
Romania,ROU,Europe,1992,2,102000000000,69.8,1250
Russian Federation,RUS,Europe,1992,2,1020000000000,66.9,3080
Rwanda,RWA,Africa,1992,1,4350000000,27.5,340
Samoa,WSM,Oceania,1992,2,396000000,66.1,
San Marino,SMR,Europe,1992,4,,,
Sao Tome and Principe,STP,Africa,1992,1,,62.1,
Saudi Arabia,SAU,Asia,1992,3,451000000000,70.0,8520
Senegal,SEN,Africa,1992,2,9870679019,57.5,750
Serbia,SRB,Europe,1992,,,,
Seychelles,SYC,Africa,1992,3,743000000,70.7,5930
Sierra Leone,SLE,Africa,1992,1,3053448849,36.2,150
Singapore,SGP,Asia,1992,4,81600000000,75.9,15300
Sint Maarten (Dutch part),SXM,Americas,1992,,,,
Slovak Republic,SVK,Europe,1992,2,37800000000,71.8,
Slovenia,SVN,Europe,1992,3,,73.3,
Solomon Islands,SLB,Oceania,1992,2,456000000,57.8,800
Somalia,SOM,Africa,1992,1,,45.4,
South Africa,ZAF,Africa,1992,3,241000000000,62.3,3320
South Sudan,SSD,Africa,1992,0,,44.9,
Spain,ESP,Europe,1992,5,579000000000,77.4,15700
Sri Lanka,LKA,Asia,1992,1,46700000000,69.8,560
St. Kitts and Nevis,KNA,Americas,1992,3,408000000,68.0,5340
St. Lucia,LCA,Americas,1992,3,823000000,71.2,3180
St. Martin (French part),MAF,Americas,1992,0,,75.4,
St. Vincent and the Grenadines,VCT,Americas,1992,2,441000000,70.4,2540
Sudan,SDN,Africa,1992,1,35400000000,55.9,340
Suriname,SUR,Americas,1992,3,3030000000,67.7,1010
Swaziland,SWZ,Africa,1992,2,3416147361,59.0,1500
Sweden,SWE,Europe,1992,5,178000000000,78.0,31300
Switzerland,CHE,Europe,1992,5,193000000000,77.8,40900
Syrian Arab Republic,SYR,Asia,1992,2,,70.7,1110
Tajikistan,TJK,Asia,1992,1,8680000000,62.4,370
Tanzania,TZA,Africa,1992,1,25600000000,49.3,180
Thailand,THA,Asia,1992,2,302000000000,70.3,1880
Timor-Leste,TLS,Asia,1992,0,,50.3,
Togo,TGO,Africa,1992,1,3330000000,55.7,410
Tonga,TON,Oceania,1992,2,248000000,69.8,1450
Trinidad and Tobago,TTO,Americas,1992,3,10330235865,68.2,4030
Tunisia,TUN,Africa,1992,2,35400000000,70.8,1700
Turkey,TUR,Asia,1992,2,374000000000,65.3,2930
Turkmenistan,TKM,Asia,1992,2,17000000000,62.7,
Turks and Caicos Islands,TCA,Americas,1992,,,,
Tuvalu,TUV,Oceania,1992,,15500000,,
Uganda,UGA,Africa,1992,1,10200000000,44.2,190
Ukraine,UKR,Europe,1992,2,307000000000,69.1,4130
United Arab Emirates,ARE,Asia,1992,4,148000000000,72.3,
United Kingdom,GBR,Europe,1992,5,1010000000000,76.4,21100
United States,USA,Americas,1992,5,6540000000000,75.6,25800
Uruguay,URY,Americas,1992,3,23400000000,72.9,3830
Uzbekistan,UZB,Asia,1992,2,38000000000,66.4,600
Vanuatu,VUT,Oceania,1992,2,270182217,64.1,1120
"Venezuela, RB",VEN,Americas,1992,3,228000000000,70.2,2740
Vietnam,VNM,Asia,1992,1,77900000000,71.0,130
Virgin Islands (U.S.),VIR,Americas,1992,4,,75.4,
West Bank and Gaza,PSE,Asia,1992,0,,68.7,
"Yemen, Rep.",YEM,Asia,1992,1,31500000000,58.4,500
Zambia,ZMB,Africa,1992,1,12614403105,43.0,360
Zimbabwe,ZWE,Africa,1992,1,17370823594,56.5,690
Taiwan,TWN,Asia,1992,4,254000000000,75.0,11010
Afghanistan,AFG,Asia,1993,1,,52.0,
Albania,ALB,Europe,1993,1,6930000000,71.9,320
Algeria,DZA,Africa,1993,2,183000000000,67.5,1720
American Samoa,ASM,Oceania,1993,3,,,
Andorra,AND,Europe,1993,,,,18700
Angola,AGO,Africa,1993,2,25900000000,41.5,
Antigua and Barbuda,ATG,Americas,1993,3,805000000,71.9,6810
Argentina,ARG,Americas,1993,3,331000000000,72.2,7070
Armenia,ARM,Asia,1993,1,4340000000,68.1,330
Aruba,ABW,Americas,1993,3,,73.5,
Australia,AUS,Oceania,1993,5,338000000000,77.9,18850
Austria,AUT,Europe,1993,5,171000000000,76.1,24780
Azerbaijan,AZE,Asia,1993,2,25200000000,64.2,590
"Bahamas, The",BHS,Americas,1993,4,4020000000,71.0,11300
Bahrain,BHR,Asia,1993,3,16300000000,73.1,10000
Bangladesh,BGD,Asia,1993,1,109000000000,60.4,320
Barbados,BRB,Americas,1993,3,2210000000,71.9,7730
Belarus,BLR,Europe,1993,3,47500000000,69.0,1590
Belgium,BEL,Europe,1993,5,207000000000,76.3,23500
Belize,BLZ,Americas,1993,2,892000000,70.4,2780
Benin,BEN,Africa,1993,1,5780000000,54.6,380
Bermuda,BMU,Americas,1993,4,1670000000,,30900
Bhutan,BTN,Asia,1993,1,928000000,54.8,450
Bolivia,BOL,Americas,1993,2,19800000000,56.7,800
Bosnia and Herzegovina,BIH,Europe,1993,1,,70.7,
Botswana,BWA,Africa,1993,2,8808767042,59.6,3100
Brazil,BRA,Americas,1993,3,1140000000000,66.6,3070
British Virgin Islands,VGB,Americas,1993,,,,
Brunei Darussalam,BRN,Asia,1993,4,16600000000,73.8,15100
Bulgaria,BGR,Europe,1993,2,40900000000,71.3,1250
Burkina Faso,BFA,Africa,1993,1,5880000000,49.3,280
Burundi,BDI,Africa,1993,1,4095359449,47.9,170
Cabo Verde,CPV,Africa,1993,2,484000000,66.8,1180
Cambodia,KHM,Asia,1993,1,7080000000,54.4,
Cameroon,CMR,Africa,1993,2,20100000000,53.5,870
Canada,CAN,Americas,1993,5,613000000000,77.7,21000
Cayman Islands,CYM,Americas,1993,4,,,
Central African Republic,CAF,Africa,1993,1,1790000000,47.8,430
Chad,TCD,Africa,1993,1,4570000000,47.2,240
Channel Islands,CHI,Europe,1993,4,,76.1,
Chile,CHL,Americas,1993,3,83700000000,74.0,3380
China,CHN,Asia,1993,6,1720000000000,69.5,420
Colombia,COL,Americas,1993,2,199000000000,68.9,1390
Comoros,COM,Africa,1993,1,487057579,58.0,630
"Congo, Dem. Rep.",COD,Africa,1993,1,22000000000,49.3,
"Congo, Rep.",COG,Africa,1993,2,9130000000,53.4,790
Costa Rica,CRI,Americas,1993,2,20200000000,76.2,2740
Cote d'Ivoire,CIV,Africa,1993,1,27300000000,51.1,740
Croatia,HRV,Europe,1993,2,,71.5,
Cuba,CUB,Americas,1993,2,68100000000,75.0,1870
Curacao,CUW,Americas,1993,,,,
Cyprus,CYP,Asia,1993,4,9170000000,77.0,11200
Czech Republic,CZE,Europe,1993,2,124000000000,72.8,3470
Denmark,DNK,Europe,1993,5,105000000000,75.1,28780
Djibouti,DJI,Africa,1993,2,1144466427,57.0,770
Dominica,DMA,Americas,1993,2,348000000,,2750
Dominican Republic,DOM,Americas,1993,2,31700000000,69.2,1580
Ecuador,ECU,Americas,1993,2,58000000000,70.4,1670
"Egypt, Arab Rep.",EGY,Africa,1993,1,258000000000,65.8,740
El Salvador,SLV,Americas,1993,2,19900000000,66.2,1220
Equatorial Guinea,GNQ,Africa,1993,1,442000000,49.5,410
Eritrea,ERI,Africa,1993,1,2750000000,50.7,
Estonia,EST,Europe,1993,3,,67.9,
Ethiopia,ETH,Africa,1993,1,21000000000,48.3,210
Faroe Islands,FRO,Europe,1993,4,,76.9,
Fiji,FJI,Oceania,1993,2,3170000000,66.2,2090
Finland,FIN,Europe,1993,5,88400000000,75.7,20700
France,FRA,Europe,1993,5,1140000000000,77.3,23800
French Polynesia,PYF,Oceania,1993,4,,69.8,17590
Gabon,GAB,Africa,1993,3,13900000000,61.2,4420
"Gambia, The",GMB,Africa,1993,1,1070000000,52.9,750
Georgia,GEO,Asia,1993,1,8270000000,70.0,540
Germany,DEU,Europe,1993,5,1770000000000,75.9,26000
Ghana,GHA,Africa,1993,1,22500000000,57.6,420
Gibraltar,GIB,Europe,1993,3,,,
Greece,GRC,Europe,1993,3,150000000000,77.4,11100
Greenland,GRL,Americas,1993,4,,65.6,16600
Grenada,GRD,Americas,1993,2,501000000,69.0,2490
Guam,GUM,Oceania,1993,3,,72.8,
Guatemala,GTM,Americas,1993,2,37300000000,63.9,1130
Guinea,GIN,Africa,1993,1,5290000000,51.4,470
Guinea-Bissau,GNB,Africa,1993,1,1210000000,50.1,210
Guyana,GUY,Americas,1993,1,1820000000,63.9,500
Haiti,HTI,Americas,1993,1,,55.6,
Honduras,HND,Americas,1993,1,12733496747,68.0,650
Hong Kong,HKG,Asia,1993,4,128000000000,78.0,19500
Hungary,HUN,Europe,1993,3,86713401298,69.1,3690
Iceland,ISL,Europe,1993,5,5960000000,78.9,26000
India,IND,Asia,1993,1,1210000000000,59.5,330
Indonesia,IDN,Asia,1993,2,712000000000,64.3,750
Iraq,IRQ,Asia,1993,2,87400000000,67.7,
Ireland,IRL,Europe,1993,5,56500000000,75.3,14600
Isle of Man,IMN,Europe,1993,,,,
Israel,ISR,Asia,1993,4,79600000000,77.2,13100
Italy,ITA,Europe,1993,5,1160000000000,77.7,21500
Jamaica,JAM,Americas,1993,2,14400000000,71.9,1800
Japan,JPN,Asia,1993,5,2680000000000,79.3,33200
Jordan,JOR,Asia,1993,2,19800000000,70.6,1370
Kazakhstan,KAZ,Asia,1993,2,114000000000,66.7,1430
Kenya,KEN,Africa,1993,1,39300000000,56.6,270
Kiribati,KIR,Oceania,1993,2,101000000,61.7,1020
North Korea,PRK,Asia,1993,2,,68.2,
South Korea,KOR,Asia,1993,3,488000000000,72.7,8980
Kosovo,XKX,Europe,1993,0,,68.2,
Kuwait,KWT,Asia,1993,4,80300000000,72.7,
Kyrgyz Republic,KGZ,Asia,1993,2,7160000000,67.2,450
Lao PDR,LAO,Asia,1993,1,5600000000,55.1,280
Latvia,LVA,Europe,1993,2,,66.7,
Lebanon,LBN,Asia,1993,2,23000000000,71.2,2230
Lesotho,LSO,Africa,1993,1,1820000000,59.1,710
Liberia,LBR,Africa,1993,1,,48.5,
Libya,LBY,Africa,1993,3,,69.5,
Liechtenstein,LIE,Europe,1993,,,,56800
Lithuania,LTU,Europe,1993,2,,68.9,
Luxembourg,LUX,Europe,1993,5,14700000000,75.7,36500
Macao,MAC,Asia,1993,3,10700000000,76.0,13700
"Macedonia, FYR",MKD,Europe,1993,2,9208429335,71.7,1400
Madagascar,MDG,Africa,1993,1,13000000000,53.0,240
Malawi,MWI,Africa,1993,1,5430000000,43.4,220
Malaysia,MYS,Asia,1993,3,174000000000,71.4,3200
Maldives,MDV,Asia,1993,2,,63.9,
Mali,MLI,Africa,1993,1,8400000000,47.3,320
Malta,MLT,Europe,1993,3,4160000000,76.6,8720
Marshall Islands,MHL,Oceania,1993,2,108000000,,
Mauritania,MRT,Africa,1993,1,4370000000,59.0,640
Mauritius,MUS,Africa,1993,3,6390000000,70.1,3120
Mexico,MEX,Americas,1993,3,767000000000,72.0,4460
"Micronesia, Fed. Sts.",FSM,Oceania,1993,2,225000000,66.5,2120
Moldova,MDA,Europe,1993,2,,67.1,
Monaco,MCO,Europe,1993,,,,89600
Mongolia,MNG,Asia,1993,1,6280000000,60.8,510
Montenegro,MNE,Europe,1993,0,,74.4,
Morocco,MAR,Africa,1993,2,71500000000,66.1,1220
Mozambique,MOZ,Africa,1993,1,3790000000,44.6,180
Myanmar,MMR,Asia,1993,1,24400000000,59.7,
Namibia,NAM,Africa,1993,2,6460000000,61.0,2220
Nauru,NRU,Oceania,1993,,,,
Nepal,NPL,Asia,1993,1,18100000000,56.8,190
Netherlands,NLD,Europe,1993,5,323000000000,76.9,23700
New Caledonia,NCL,Oceania,1993,3,,71.7,16300
New Zealand,NZL,Oceania,1993,5,57000000000,76.4,12400
Nicaragua,NIC,Americas,1993,1,8740000000,66.2,300
Niger,NER,Africa,1993,1,4870000000,45.8,230
Nigeria,NGA,Africa,1993,1,206000000000,46.1,190
Northern Mariana Islands,MNP,Oceania,1993,2,,,
Norway,NOR,Europe,1993,5,92900000000,77.2,30200
Oman,OMN,Asia,1993,3,54200000000,68.9,6300
Pakistan,PAK,Asia,1993,1,265000000000,61.0,450
Palau,PLW,Oceania,1993,,143000000,,4810
Panama,PAN,Americas,1993,2,16900000000,73.7,3260
Papua New Guinea,PNG,Oceania,1993,2,6890000000,56.7,1080
Paraguay,PRY,Americas,1993,2,19600000000,68.6,
Peru,PER,Americas,1993,2,86800000000,67.0,1520
Philippines,PHL,Asia,1993,2,177000000000,65.8,820
Poland,POL,Europe,1993,2,252000000000,71.6,2430
Portugal,PRT,Europe,1993,3,131000000000,74.5,10100
Puerto Rico,PRI,Americas,1993,3,68100000000,73.9,7050
Qatar,QAT,Asia,1993,4,,75.6,
Romania,ROU,Europe,1993,2,106000000000,69.6,1190
Russian Federation,RUS,Europe,1993,2,953000000000,64.9,2920
Rwanda,RWA,Africa,1993,1,4090000000,27.1,310
Samoa,WSM,Oceania,1993,2,422000000,66.6,
San Marino,SMR,Europe,1993,4,,,
Sao Tome and Principe,STP,Africa,1993,1,,62.3,
Saudi Arabia,SAU,Asia,1993,3,462000000000,70.4,8110
Senegal,SEN,Africa,1993,2,10200000000,57.5,710
Serbia,SRB,Europe,1993,,,,
Seychelles,SYC,Africa,1993,3,808000000,,6350
Sierra Leone,SLE,Africa,1993,1,3170000000,35.9,180
Singapore,SGP,Asia,1993,4,93134221366,76.0,17760
Sint Maarten (Dutch part),SXM,Americas,1993,,,,
Slovak Republic,SVK,Europe,1993,2,39540300066,72.4,
Slovenia,SVN,Europe,1993,3,,73.3,
Solomon Islands,SLB,Oceania,1993,2,486000000,58.5,750
Somalia,SOM,Africa,1993,1,,45.7,
South Africa,ZAF,Africa,1993,3,250000000000,62.2,3500
South Sudan,SSD,Africa,1993,0,,45.6,
Spain,ESP,Europe,1993,5,587000000000,77.5,15100
Sri Lanka,LKA,Asia,1993,1,51100000000,69.7,600
St. Kitts and Nevis,KNA,Americas,1993,3,447000000,,5770
St. Lucia,LCA,Americas,1993,3,865000000,71.2,3270
St. Martin (French part),MAF,Americas,1993,0,,75.6,
St. Vincent and the Grenadines,VCT,Americas,1993,2,470000000,70.5,2680
Sudan,SDN,Africa,1993,1,37900000000,56.1,300
Suriname,SUR,Americas,1993,2,2870000000,67.7,
Swaziland,SWZ,Africa,1993,2,3610000000,58.4,1520
Sweden,SWE,Europe,1993,5,178000000000,78.1,28200
Switzerland,CHE,Europe,1993,5,198000000000,78.1,40800
Syrian Arab Republic,SYR,Asia,1993,2,,70.9,1070
Tajikistan,TJK,Asia,1993,1,7430000000,62.3,230
Tanzania,TZA,Africa,1993,1,26500000000,49.0,170
Thailand,THA,Asia,1993,2,334000000000,70.2,2140
Timor-Leste,TLS,Asia,1993,0,,51.3,
Togo,TGO,Africa,1993,1,2890000000,55.5,330
Tonga,TON,Oceania,1993,2,263000000,69.9,1530
Trinidad and Tobago,TTO,Americas,1993,3,10400000000,68.3,3840
Tunisia,TUN,Africa,1993,2,37004437024,70.8,1700
Turkey,TUR,Asia,1993,2,414000000000,65.8,3140
Turkmenistan,TKM,Asia,1993,2,17600000000,62.8,800
Turks and Caicos Islands,TCA,Americas,1993,,,,
Tuvalu,TUV,Oceania,1993,,16500000,,
Uganda,UGA,Africa,1993,1,11300000000,44.0,180
Ukraine,UKR,Europe,1993,2,269000000000,68.5,1820
United Arab Emirates,ARE,Asia,1993,4,153000000000,72.6,
United Kingdom,GBR,Europe,1993,5,1050000000000,76.4,21000
United States,USA,Americas,1993,5,6880000000000,75.4,26500
Uruguay,URY,Americas,1993,3,24600000000,73.1,4350
Uzbekistan,UZB,Asia,1993,2,38000000000,66.3,590
Vanuatu,VUT,Oceania,1993,2,279000000,64.6,1210
"Venezuela, RB",VEN,Americas,1993,3,234000000000,70.4,2720
Vietnam,VNM,Asia,1993,1,86200000000,71.3,170
Virgin Islands (U.S.),VIR,Americas,1993,4,,75.7,
West Bank and Gaza,PSE,Asia,1993,0,,69.0,
"Yemen, Rep.",YEM,Asia,1993,1,33600000000,58.7,450
Zambia,ZMB,Africa,1993,1,13792368906,42.5,370
Zimbabwe,ZWE,Africa,1993,1,17971113561,54.5,630
Taiwan,TWN,Asia,1993,4,278000000000,75.0,11458
Afghanistan,AFG,Asia,1994,1,,52.6,
Albania,ALB,Europe,1994,1,7670000000,72.0,400
Algeria,DZA,Africa,1994,2,185000000000,67.8,1610
American Samoa,ASM,Oceania,1994,3,,,
Andorra,AND,Europe,1994,,,,17900
Angola,AGO,Africa,1994,2,27400000000,41.7,700
Antigua and Barbuda,ATG,Americas,1994,3,875000000,72.1,7180
Argentina,ARG,Americas,1994,3,358000000000,72.4,7540
Armenia,ARM,Asia,1994,1,4670000000,68.4,400
Aruba,ABW,Americas,1994,4,,73.5,
Australia,AUS,Oceania,1994,5,359000000000,77.9,18800
Austria,AUT,Europe,1994,5,179000000000,76.4,26000
Azerbaijan,AZE,Asia,1994,1,20658827706,64.3,440
"Bahamas, The",BHS,Americas,1994,4,4240000000,71.2,11600
Bahrain,BHR,Asia,1994,3,16600000000,73.3,9690
Bangladesh,BGD,Asia,1994,1,116000000000,61.1,320
Barbados,BRB,Americas,1994,3,2300000000,72.1,8090
Belarus,BLR,Europe,1994,2,42900000000,68.8,1460
Belgium,BEL,Europe,1994,5,218000000000,76.7,25210
Belize,BLZ,Americas,1994,2,912265805,70.0,2790
Benin,BEN,Africa,1994,1,6030000000,54.8,330
Bermuda,BMU,Americas,1994,4,1716628217,,31730
Bhutan,BTN,Asia,1994,1,995000000,55.6,490
Bolivia,BOL,Americas,1994,2,21200000000,57.3,820
Bosnia and Herzegovina,BIH,Europe,1994,1,3746234285,71.0,
Botswana,BWA,Africa,1994,2,9322604954,58.0,2750
Brazil,BRA,Americas,1994,3,1230000000000,67.1,3010
British Virgin Islands,VGB,Americas,1994,,,,
Brunei Darussalam,BRN,Asia,1994,4,17500000000,74.0,15200
Bulgaria,BGR,Europe,1994,2,42600000000,71.2,1240
Burkina Faso,BFA,Africa,1994,1,6090000000,49.3,230
Burundi,BDI,Africa,1994,1,4020000000,48.2,160
Cabo Verde,CPV,Africa,1994,2,590000000,67.2,1290
Cambodia,KHM,Asia,1994,1,7880000000,54.8,
Cameroon,CMR,Africa,1994,1,20900000000,53.4,790
Canada,CAN,Americas,1994,5,654000000000,77.9,20700
Cayman Islands,CYM,Americas,1994,4,,,
Central African Republic,CAF,Africa,1994,1,1920000000,47.3,360
Chad,TCD,Africa,1994,1,5140000000,47.3,220
Channel Islands,CHI,Europe,1994,4,,76.2,
Chile,CHL,Americas,1994,3,91300000000,74.4,3670
China,CHN,Asia,1994,6,1990000000000,69.7,470
Colombia,COL,Americas,1994,2,215000000000,69.1,1740
Comoros,COM,Africa,1994,1,471000000,58.4,500
"Congo, Dem. Rep.",COD,Africa,1994,1,21600000000,49.2,380
"Congo, Rep.",COG,Africa,1994,1,8810000000,52.8,680
Costa Rica,CRI,Americas,1994,2,21600000000,76.4,2980
Cote d'Ivoire,CIV,Africa,1994,1,28100000000,50.3,670
Croatia,HRV,Europe,1994,2,,71.8,
Cuba,CUB,Americas,1994,2,70100000000,75.2,2140
Curacao,CUW,Americas,1994,,,,
Cyprus,CYP,Asia,1994,4,9920000000,77.1,11900
Czech Republic,CZE,Europe,1994,3,130000000000,73.0,4130
Denmark,DNK,Europe,1994,5,113000000000,75.4,30600
Djibouti,DJI,Africa,1994,2,1160000000,57.0,770
Dominica,DMA,Americas,1994,2,361000000,,2830
Dominican Republic,DOM,Americas,1994,2,33100000000,69.5,1700
Ecuador,ECU,Americas,1994,2,61700000000,70.8,1820
"Egypt, Arab Rep.",EGY,Africa,1994,1,274000000000,66.3,820
El Salvador,SLV,Americas,1994,2,21600000000,66.8,1370
Equatorial Guinea,GNQ,Africa,1994,1,526000000,49.9,300
Eritrea,ERI,Africa,1994,1,3400000000,51.6,190
Estonia,EST,Europe,1994,2,,66.5,
Ethiopia,ETH,Africa,1994,1,22200000000,48.8,160
Faroe Islands,FRO,Europe,1994,4,,77.2,
Fiji,FJI,Oceania,1994,2,3400000000,66.4,2230
Finland,FIN,Europe,1994,5,93800000000,76.4,20200
France,FRA,Europe,1994,5,1190000000000,77.6,24550
French Polynesia,PYF,Oceania,1994,4,,70.2,17690
Gabon,GAB,Africa,1994,3,14700000000,61.0,4130
"Gambia, The",GMB,Africa,1994,1,1090000000,53.2,730
Georgia,GEO,Asia,1994,1,7570000000,70.1,510
Germany,DEU,Europe,1994,5,1850000000000,76.3,27500
Ghana,GHA,Africa,1994,1,23800000000,57.6,380
